Am	I	not	more	to	you	than	ten	sons	?																															
O	O	O	O	O	O	O	O	O	O																															
Tuttavia	la	relazione	non	affrontò	direttamente	uno	suoi	obiettivi	principali	:	la	causa	dell'	incidente	di	Mukden	.																							
O	O	O	O	O	O	O	O	B	I	O	O	O	O	B	I	I	O																							
We	can	and	we	have	done	all	these	things	.																															
O	O	O	O	O	O	O	O	O	O																															
Possiamo	e	abbiamo	fatto	tutte	queste	cose	.																																	
O	O	O	O	O	O	O	O																																	
However	,	he	said	that	the	high	price	of	the	entire	suite	(	$	50	)	might	make	the	purchase	decision	more	difficult	.																	
O	O	O	O	O	O	O	B	I	I	I	I	O	O	O	O	O	O	O	B	I	O	O	O																	
Però	,	ha	detto	che	il	prezzo	della 	suite	intera	(	$50	)	potrebbe	rendere	la	decisione	dell'	acquisto	più	difficile	.																			
O	O	O	O	O	O	B	I	I	I	O	O	O	O	O	O	B	I	I	O	O	O																			
Between	1970	and	2001	the	Belgian	Parliament	approved	five	successive	constitutional	reforms	.																												
O	O	O	O	O	B	I	O	O	O	B	I	O																												
Tra	il	1970	e	il	2001	il	Parlamento	belga	ha	approvato	cinque	successive	riforme	costituzionali	.																									
O	O	O	O	O	O	O	B	I	O	O	O	O	B	I	O																									
Ordinary	kids	are	being	summoned	to	HorrorLand	-	but	why	?																														
B	I	O	O	O	O	O	O	O	O	O																														
I	Ragazzi	normali	vengono	chiamati	a	HorrorLand	-	ma	perché	?																														
O	B	I	O	O	O	O	O	O	O	O																														
There	is	a	...	deeper	meaning	to	be	found	in	our	human	lives	.																											
O	O	O	O	B	I	O	O	O	O	O	B	I	O																											
«	C'	è	un	...	significato	più	profondo	da	trovare	nelle	nostre	vite	umane	.																										
O	O	O	O	O	B	I	I	O	O	O	O	B	I	O																										
The	system	must	work	correctly	regardless	of	the	structure	of	the	network	.																												
O	O	O	O	O	O	O	O	B	I	I	I	O																												
Il	sistema	deve	funzionare	correttamente	a	prescindere	dalla	struttura	della	rete	.																													
O	O	O	O	O	O	O	O	B	I	I	O																													
Become	a	knight	for	a	day	44	.	)																																
O	O	O	O	O	O	O	O	O																																
Diventare	cavaliere	per	un	giorno	44	.	)																																	
O	O	O	O	O	O	O	O																																	
The	moral	conscience	of	millions	of	white	Americans	is	with	you	.																													
O	B	I	O	O	O	B	I	O	O	O	O																													
La	coscienza	morale	di	milioni	di	bianchi	americani	è	con	voi	 .																													
O	B	I	O	O	O	B	I	O	O	O	O																													
Black	Beetle	has	so	far	only	been	seen	utilizing	energy	blasts	and	flight	abilities	.																										
B	I	O	O	O	O	O	O	O	B	I	O	B	I	O																										
Fino	ad	ora	Black	Beetle	fu	visto	utilizzare	solo	colpi	energetici	e	abilità	di	volo	.																									
O	O	O	B	I	O	O	O	O	B	I	O	B	I	I	O																									
One	or	two	conversations	with	Reggie	convinced	me	that	I	ought	at	least	to	see	for	myself	.																							
O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O																							
Una	o	due	conversazioni	con	Reggie	mi	convinsero	che	dovevo	almeno	vedere	per	me	.																										
O	O	O	O	O	O	O	O	O	O	O	O	O	O	O																										
By	doing	that	I	excluded	myself	from	the	community	of	the	people	.																												
O	O	O	O	O	O	O	O	O	O	O	O	O																												
Facendo	questo	io	mi	sono	esclusa	da	sola	dalla	comunità	del	popolo	 .																												
O	O	O	O	O	O	O	O	O	O	O	O	O																												
Quale	velocità	/	Quale	città	,	sponsored	by	Ferrovie	dello	Stato	Italiane	.																												
O	O	O	O	O	O	O	O	B	I	I	I	O																												
Quale	velocità	/	Quale	città	, 	promosso	da	Ferrovie	dello	Stato	Italiane	.																												
O	O	O	O	O	O	O	O	B	I	I	I	O																												
I	knew	it	was	over	with	Steve	and	Paul	from	that	point	onward	.																											
O	O	O	O	O	O	O	O	O	O	O	O	O	O																											
Capii	che	tutto	era	finito	con	Steve	e	Paul	a	partire	da	quel	momento	.																										
O	O	O	O	O	O	O	O	O	O	O	O	O	O	O																										
Her	prose	books	were	Din	întuneric	.																																		
O	B	I	O	B	I	O																																		
I	suoi	libri	di	prosa	sono	stati	Din	întuneric	.																															
O	O	B	I	I	O	O	B	I	O																															
I	am	quite	aware	that	Butterfly	cut	short	my	career	by	at	least	five	years	 .																									
O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O																									
So	benissimo	che	Butterfly	ha	abbreviato	la	mia	carriera	di	almeno	cinque	anni	 .																											
O	O	O	O	O	O	O	O	O	O	O	O	O	O																											
Finally	,	Lucan	's	poetry	serves	as	an	inspiration	for	2,7	.																													
O	O	B	I	I	O	O	O	O	O	O	O																													
Infine	,	la	poesia	di	Lucano	serve	come	ispirazione	per	2,7	.																													
O	O	O	B	I	I	O	O	O	O	O	O																													
Kill	the	kids	and	replace	them	with	robots	?																																
O	O	O	O	O	O	O	O	O																																
Uccidere	i	bambini	e	rimpiazzarli	con	dei	robot	?																																
O	O	O	O	O	O	O	O	O																																
Coverage	is	global	;	literature	is	obtained	from	125	countries	.																														
O	O	O	O	O	O	O	O	O	O	O																														
La	copertura	è	globale	;	la	letteratura	è	ottenuta	da	125	paesi	.																												
O	O	O	O	O	O	O	O	O	O	O	O	O																												
It	has	been	designated	S	/	2001	(	107	)	1	but	has	not	yet	received	an	official	name	.																					
O	O	O	O	B	I	I	I	I	I	I	O	O	O	O	O	O	B	I	O																					
È	stato	denominato	S/	2001	(	107	)	1	,	ma	non	ha	ancora	ricevuto	un	nome	ufficiale	.																						
O	O	O	B	I	I	I	I	I	O	O	O	O	O	O	O	B	I	O																						
He	often	uses	a	condescending	tone	when	speaking	to	Tom	.																														
O	O	O	O	O	O	O	O	O	O	O																														
Spesso	usa	un	tono	condiscendente	quando	parla	con	Tom	.																															
O	O	O	O	O	O	O	O	O	O																															
The	project	of	David	and	Saint	-	Hubert	was	never	completed	.																													
O	O	O	O	O	B	I	I	O	O	O	O																													
Il	progetto	di	David	e	di	Saint-Hubert	non	venne	però	mai	completato	.																												
O	O	O	O	O	O	O	O	O	O	O	O	O																												
However	,	he	escaped	in	March	1990	with	the	assistance	of	mysterious	accomplices	.																											
O	O	O	O	O	O	O	O	O	O	O	B	I	O																											
Tuttavia	,	scappò	nel	marzo	1990	con	l'	aiuto	di	misteriosi	complici	.																												
O	O	O	O	O	O	O	O	O	O	B	I	O																												
Each	now	has	its	own	king	.	”																																	
O	O	O	O	O	O	O	O																																	
Ognuno	di	loro	ha	oggi	un	proprio	re	 .																																
O	O	O	O	O	O	O	O	O																																
But	where	does	his	'	adaptability	'	,	or	his	colleague	Ranger	's	'	flexibility	'	end	,	and	invention	begin	?																			
O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O																			
Ma	dove	finisce	la	sua	adattabilità	(	o	la	flessibilità	della	sua	collega	Ranger	)	e	dove	comincia	l'	invenzione	?																				
O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O																				
Boni	went	on	to	call	for	dialogue	between	the	current	government	and	the	rebels	.																										
O	O	O	O	O	O	O	O	O	B	I	O	O	O	O																										
Boni	continuò	a	chiedere	il	dialogo	tra	l'	attuale	governo	e	i	ribelli	.																											
O	O	O	O	O	O	O	O	B	I	O	O	O	O																											
Therefore	I	created	the	Creation	that	I	might	be	known	.																														
O	O	O	O	O	O	O	O	O	O	O																														
Quindi	ho	creato	le	creature	per	essere	conosciuto	.																																
O	O	O	O	O	O	O	O	O																																
As	in	many	other	cities	in	Europe	traffic	is	increasing	in	Copenhagen	.																												
O	O	O	O	O	O	O	O	O	O	O	O	O																												
Come	in	molte	altre	città	in	Europa	il	traffico	a	Copenaghen	è	in	aumento	.																										
O	O	O	O	O	O	O	O	O	O	O	O	O	O	O																										
In	2010	all	radio	and	TV	stations	continued	operating	without	licenses	.																													
O	O	O	B	I	I	I	O	O	O	O	O																													
Nel	2010	tutte	le	stazioni	radio	e	TV	hanno	continuato	a	funzionare	senza	licenze	.																										
O	O	O	O	B	I	I	I	O	O	O	O	O	O	O																										
The	class	NP	requires	only	that	witnesses	exist	.																																
O	B	I	O	O	O	O	O	O																																
La	classe	NP	richiede	soltanto	che	esistano	i	testimoni	.																															
O	B	I	O	O	O	O	O	O	O																															
The	students	and	their	parents	,	however	,	were	not	satisfied	.																													
O	O	O	O	O	O	O	O	O	O	O	O																													
Gli	studenti	ed	i	loro	genitori	,	tuttavia	,	non	erano	soddisfatti	.																												
O	O	O	O	O	O	O	O	O	O	O	O	O																												
She	does	this	by	becoming	a	mortal	fated	to	die	that	day	.																												
O	O	O	O	O	O	O	O	O	O	O	O	O																												
Lo	fa	per	diventare	una	mortale	destinata	a	morire	quel	giorno	.																													
O	O	O	O	O	O	O	O	O	O	O	O																													
That	's	how	it	was	with	Cameron	.																																	
O	O	O	O	O	O	O	O																																	
Ecco	come	è	stato	con	Cameron	.																																		
O	O	O	O	O	O	O																																		
In	early	2001	,	Zimmermann	left	NAI	.																																	
O	O	O	O	O	O	O	O																																	
A	inizio	2001	,	Zimmermann	lasciò	la	NAI	.																																
O	O	O	O	O	O	O	O	O																																
Timofti	asked	coalition	representatives	to	propose	another	name	until	14	January	at	12	a.m.																											
O	O	B	I	O	O	O	O	O	O	O	O	O	O																											
Timofti	chiese	ai	rappresentanti	di	coalizione	di	proporre	un	altro	nome	entro	il	14	gennaio	alle	ore	12	.																						
O	O	O	B	I	I	O	O	O	O	O	O	O	O	O	O	O	O	O																						
In	2013	,	Zhou	appeared	in	public	three	times	.																															
O	O	O	O	O	O	O	O	O	O																															
Nel	2013	,	Zhou	appare	in	pubblico	tre	volte	.																															
O	O	O	O	O	O	O	O	O	O																															
June	's	goal	is	to	reach	a	house	on	a	hill	in	spite	of	all	the	problems	that	might	arise	.																				
O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O																				
L'	obiettivo	di	June	è	raggiungere	una	casa	su	una	collina	nonostante	tutti	i	problemi	che	potrebbero	sorgere	.																						
O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O																						
I	really	do	not	know	how	he	came	to	be	there	at	all	in	such	an	elite	regiment	.																						
O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	B	I	O																						
Io	davvero	non	so	come	sia	capitato	lì	,	in	un	reggimento	d'	elite	.																										
O	O	O	O	O	O	O	O	O	O	O	B	I	I	O																										
The	Tickford	name	disappeared	again	.																																			
O	B	I	O	O	O																																			
Il	nome	Tickford	scomparve	di	nuovo	.																																		
O	B	I	O	O	O	O																																		
DiaSorin	:	Go	away	from	Dublin	thanks	to	patent	box	.																														
O	O	O	O	O	O	O	O	B	I	O																														
DiaSorin	:	Via	da	Dublino	grazie	al	patent	box	.																															
O	O	O	O	O	O	O	B	I	O																															
Some	women	responded	after	hearing	about	the	opportunity	through	friends	.																														
O	O	O	O	O	O	O	O	O	O	O																														
Alcune	donne	hanno	risposto	dopo	aver	sentito	parlare	dell'	opportunità	attraverso	gli	amici	.																											
O	O	O	O	O	O	O	O	O	O	O	O	O	O																											
In	2010	,	he	appeared	in	Helena	from	the	Wedding	and	Salt	.																												
O	O	O	O	O	O	O	O	O	O	O	O	O																												
Nel	2010	,	è	apparso	in	Helena	from	the	Wedding	e	Salt	.																												
O	O	O	O	O	O	O	O	O	O	O	O	O																												
The	36	are	simply	too	humble	to	believe	that	they	are	one	of	the	36	.																									
O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O																									
I	36	sono	semplicemente	troppo	umili	per	credere	di	essere	parte	dei	36	.																											
O	O	O	O	O	O	O	O	O	O	O	O	O	O																											
Russia	and	China	are	obviously	with	Assad	 .																																	
O	O	O	O	O	O	O	O																																	
Russia	e	Cina	sono	ovviamente	con	Assad	 .																																	
O	O	O	O	O	O	O	O																																	
This	story	has	more	meaning	than	ever	since	Dennis	'	death	.																													
O	O	O	O	O	O	O	O	O	O	O	O																													
Questo	racconto	ha	più	senso	che	mai	dopo	la	morte	di	Dennis	.																												
O	O	O	O	O	O	O	O	O	O	O	O	O																												
Soul	,	I	throw	you	towards	Life	.																																	
O	O	O	O	O	O	O	O																																	
Anima	,	io	ti	lancio	verso	la	Vita	.																																
O	O	O	O	O	O	O	O	O																																
